categoria,date,numero_casos
21 a 25 anos,Nov 1 2012,3861
21 a 25 anos,Dec 1 2012,3861
21 a 25 anos,Jan 1 2013,4128
21 a 25 anos,Feb 1 2013,4128
21 a 25 anos,Mar 1 2013,4128
21 a 25 anos,Apr 1 2013,4128
21 a 25 anos,May 1 2013,4128
21 a 25 anos,Jun 1 2013,4128
21 a 25 anos,Jul 1 2013,4128
21 a 25 anos,Aug 1 2013,4128
21 a 25 anos,Sep 1 2013,4128
21 a 25 anos,Oct 1 2013,4128
21 a 25 anos,Nov 1 2013,4128
21 a 25 anos,Dec 1 2013,4128
21 a 25 anos,Jan 1 2014,5161
21 a 25 anos,Feb 1 2014,5161
21 a 25 anos,Mar 1 2014,5161
21 a 25 anos,Apr 1 2014,5161
21 a 25 anos,May 1 2014,5161
21 a 25 anos,Jun 1 2014,5161
21 a 25 anos,Jul 1 2014,5161
21 a 25 anos,Aug 1 2014,5161
21 a 25 anos,Sep 1 2014,5161
21 a 25 anos,Oct 1 2014,5161
21 a 25 anos,Nov 1 2014,5161
21 a 25 anos,Dec 1 2014,5161
21 a 25 anos,Jan 1 2015,3872
21 a 25 anos,Feb 1 2015,3872
21 a 25 anos,Mar 1 2015,3872
21 a 25 anos,Apr 1 2015,3872
21 a 25 anos,May 1 2015,3872
21 a 25 anos,Jun 1 2015,3872
21 a 25 anos,Jul 1 2015,3872
21 a 25 anos,Aug 1 2015,3872
21 a 25 anos,Sep 1 2015,3872
21 a 25 anos,Oct 1 2015,3872
21 a 25 anos,Nov 1 2015,3872
21 a 25 anos,Dec 1 2015,3872
21 a 25 anos,Jan 1 2016,2619
21 a 25 anos,Feb 1 2016,2619
21 a 25 anos,Mar 1 2016,2619
21 a 25 anos,Apr 1 2016,2619
21 a 25 anos,May 1 2016,2619
21 a 25 anos,Jun 1 2016,2619
21 a 25 anos,Jul 1 2016,2619
21 a 25 anos,Aug 1 2016,2619
21 a 25 anos,Sep 1 2016,2619
21 a 25 anos,Oct 1 2016,2619
21 a 25 anos,Nov 1 2016,2619
21 a 25 anos,Dec 1 2007,4400
21 a 25 anos,Jan 1 2017,2009
21 a 25 anos,Feb 1 2017,2009
21 a 25 anos,Mar 1 2017,2009
21 a 25 anos,Apr 1 2017,2009
21 a 25 anos,May 1 2017,2009
21 a 25 anos,Jun 1 2017,2009
21 a 25 anos,Jul 1 2017,2009
21 a 25 anos,Aug 1 2017,2009
21 a 25 anos,Sep 1 2017,2009
21 a 25 anos,Oct 1 2017,2009
21 a 25 anos,Nov 1 2017,2009
21 a 25 anos,Dec 1 2017,2009
36 a 40 anos,Jan 1 2009,1897
36 a 40 anos,Feb 1 2009,1897
36 a 40 anos,Mar 1 2009,1897
36 a 40 anos,Apr 1 2009,1897
36 a 40 anos,May 1 2009,1897
36 a 40 anos,Jun 1 2009,1897
36 a 40 anos,Jul 1 2009,1897
36 a 40 anos,Aug 1 2009,1897
36 a 40 anos,Sep 1 2009,1897
36 a 40 anos,Oct 1 2009,1897
36 a 40 anos,Nov 1 2009,1897
36 a 40 anos,Dec 1 2009,1897
36 a 40 anos,Jan 1 2010,1432
36 a 40 anos,Feb 1 2010,1432
36 a 40 anos,Mar 1 2010,1432
36 a 40 anos,Apr 1 2010,1432
36 a 40 anos,May 1 2010,1432
36 a 40 anos,Jun 1 2010,1432
36 a 40 anos,Jul 1 2010,1432
36 a 40 anos,Aug 1 2010,1432
36 a 40 anos,Sep 1 2010,1432
36 a 40 anos,Oct 1 2010,1432
36 a 40 anos,Nov 1 2010,1432
36 a 40 anos,Dec 1 2010,1432
36 a 40 anos,Jan 1 2011,1379
36 a 40 anos,Feb 1 2011,1379
36 a 40 anos,Mar 1 2011,1379
36 a 40 anos,Apr 1 2011,1379
36 a 40 anos,May 1 2011,1379
36 a 40 anos,Jun 1 2011,1379
36 a 40 anos,Jul 1 2011,1379
36 a 40 anos,Aug 1 2011,1379
36 a 40 anos,Sep 1 2011,1379
36 a 40 anos,Oct 1 2011,1379
36 a 40 anos,Nov 1 2011,1379
36 a 40 anos,Dec 1 2011,1379
36 a 40 anos,Jan 1 2012,1481
36 a 40 anos,Feb 1 2012,1481
36 a 40 anos,Mar 1 2012,1481
36 a 40 anos,Apr 1 2012,1481
36 a 40 anos,May 1 2012,1481
36 a 40 anos,Jun 1 2012,1481
36 a 40 anos,Jul 1 2012,1481
36 a 40 anos,Aug 1 2012,1481
36 a 40 anos,Sep 1 2012,1481
36 a 40 anos,Oct 1 2012,1481
36 a 40 anos,Nov 1 2012,1481
36 a 40 anos,Dec 1 2012,1481
36 a 40 anos,Jan 1 2013,1636
36 a 40 anos,Feb 1 2013,1636
36 a 40 anos,Mar 1 2013,1636
36 a 40 anos,Apr 1 2013,1636
36 a 40 anos,May 1 2013,1636
36 a 40 anos,Jun 1 2013,1636
36 a 40 anos,Jul 1 2013,1636
36 a 40 anos,Aug 1 2013,1636
36 a 40 anos,Sep 1 2013,1636
36 a 40 anos,Oct 1 2013,1636
36 a 40 anos,Nov 1 2013,1636
36 a 40 anos,Dec 1 2013,1636
36 a 40 anos,Jan 1 2014,2029
36 a 40 anos,Feb 1 2014,2029
36 a 40 anos,Mar 1 2014,2029
36 a 40 anos,Apr 1 2014,2029
36 a 40 anos,May 1 2014,2029
36 a 40 anos,Jun 1 2014,2029
36 a 40 anos,Jul 1 2014,2029
36 a 40 anos,Aug 1 2014,2029
36 a 40 anos,Sep 1 2014,2029
36 a 40 anos,Oct 1 2014,2029
36 a 40 anos,Nov 1 2014,2029
36 a 40 anos,Dec 1 2014,2029
36 a 40 anos,Jan 1 2015,1569
36 a 40 anos,Feb 1 2015,1569
36 a 40 anos,Mar 1 2015,1569
36 a 40 anos,Apr 1 2015,1569
36 a 40 anos,May 1 2015,1569
36 a 40 anos,Jun 1 2015,1569
36 a 40 anos,Jul 1 2015,1569
36 a 40 anos,Aug 1 2015,1569
36 a 40 anos,Sep 1 2015,1569
36 a 40 anos,Oct 1 2015,1569
36 a 40 anos,Nov 1 2015,1569
36 a 40 anos,Dec 1 2015,1569
36 a 40 anos,Jan 1 2016,1072
36 a 40 anos,Feb 1 2016,1072
36 a 40 anos,Mar 1 2016,1072
36 a 40 anos,Apr 1 2016,1072
36 a 40 anos,May 1 2016,1072
36 a 40 anos,Jun 1 2016,1072
36 a 40 anos,Jul 1 2016,1072
36 a 40 anos,Aug 1 2016,1072
36 a 40 anos,Sep 1 2016,1072
36 a 40 anos,Oct 1 2016,1072
36 a 40 anos,Nov 1 2016,1072
36 a 40 anos,Dec 1 2016,1072
36 a 40 anos,Jan 1 2017,857
36 a 40 anos,Feb 1 2017,857
36 a 40 anos,Mar 1 2017,857
36 a 40 anos,Apr 1 2017,857
36 a 40 anos,May 1 2017,857
36 a 40 anos,Jun 1 2017,857
36 a 40 anos,Jul 1 2017,857
36 a 40 anos,Aug 1 2017,857
36 a 40 anos,Sep 1 2017,857
36 a 40 anos,Oct 1 2017,857
36 a 40 anos,Nov 1 2017,857
36 a 40 anos,Dec 1 2017,857
41 a 45 anos,Jan 1 2009,823
41 a 45 anos,Feb 1 2009,823
41 a 45 anos,Mar 1 2009,823
41 a 45 anos,Apr 1 2009,823
41 a 45 anos,May 1 2009,823
41 a 45 anos,Jun 1 2009,823
41 a 45 anos,Jul 1 2009,823
41 a 45 anos,Aug 1 2009,823
41 a 45 anos,Sep 1 2009,823
41 a 45 anos,Oct 1 2009,823
41 a 45 anos,Nov 1 2009,823
41 a 45 anos,Dec 1 2009,823
41 a 45 anos,Jan 1 2010,706
41 a 45 anos,Feb 1 2010,706
41 a 45 anos,Mar 1 2010,706
41 a 45 anos,Apr 1 2010,706
41 a 45 anos,May 1 2010,706
41 a 45 anos,Jun 1 2010,706
41 a 45 anos,Jul 1 2010,706
41 a 45 anos,Aug 1 2010,706
41 a 45 anos,Sep 1 2010,706
41 a 45 anos,Oct 1 2010,706
41 a 45 anos,Nov 1 2010,706
41 a 45 anos,Dec 1 2010,706
41 a 45 anos,Jan 1 2011,640
41 a 45 anos,Feb 1 2011,640
41 a 45 anos,Mar 1 2011,640
41 a 45 anos,Apr 1 2011,640
41 a 45 anos,May 1 2011,640
41 a 45 anos,Jun 1 2011,640
41 a 45 anos,Jul 1 2011,640
41 a 45 anos,Aug 1 2011,640
41 a 45 anos,Sep 1 2011,640
41 a 45 anos,Oct 1 2011,640
41 a 45 anos,Nov 1 2011,640
41 a 45 anos,Dec 1 2011,640
41 a 45 anos,Jan 1 2012,688
41 a 45 anos,Feb 1 2012,688
41 a 45 anos,Mar 1 2012,688
41 a 45 anos,Apr 1 2012,688
41 a 45 anos,May 1 2012,688
41 a 45 anos,Jun 1 2012,688
41 a 45 anos,Jul 1 2012,688
41 a 45 anos,Aug 1 2012,688
41 a 45 anos,Sep 1 2012,688
41 a 45 anos,Oct 1 2012,688
41 a 45 anos,Nov 1 2012,688
41 a 45 anos,Dec 1 2012,688
41 a 45 anos,Jan 1 2013,753
41 a 45 anos,Feb 1 2013,753
41 a 45 anos,Mar 1 2013,753
41 a 45 anos,Apr 1 2013,753
41 a 45 anos,May 1 2013,753
41 a 45 anos,Jun 1 2013,753
41 a 45 anos,Jul 1 2013,753
41 a 45 anos,Aug 1 2013,753
41 a 45 anos,Sep 1 2013,753
41 a 45 anos,Oct 1 2013,753
41 a 45 anos,Nov 1 2013,753
41 a 45 anos,Dec 1 2013,753
41 a 45 anos,Jan 1 2014,826
41 a 45 anos,Feb 1 2014,826
41 a 45 anos,Mar 1 2014,826
41 a 45 anos,Apr 1 2014,826
41 a 45 anos,May 1 2014,826
41 a 45 anos,Jun 1 2014,826
41 a 45 anos,Jul 1 2014,826
41 a 45 anos,Aug 1 2014,826
41 a 45 anos,Sep 1 2014,826
41 a 45 anos,Oct 1 2014,826
41 a 45 anos,Nov 1 2014,826
41 a 45 anos,Dec 1 2014,826
41 a 45 anos,Jan 1 2015,632
41 a 45 anos,Feb 1 2015,632
41 a 45 anos,Mar 1 2015,632
41 a 45 anos,Apr 1 2015,632
41 a 45 anos,May 1 2015,632
41 a 45 anos,Jun 1 2015,632
41 a 45 anos,Jul 1 2015,632
41 a 45 anos,Aug 1 2015,632
41 a 45 anos,Sep 1 2015,632
41 a 45 anos,Oct 1 2015,632
41 a 45 anos,Nov 1 2015,632
41 a 45 anos,Dec 1 2015,632
41 a 45 anos,Jan 1 2016,397
41 a 45 anos,Feb 1 2016,397
41 a 45 anos,Mar 1 2016,397
41 a 45 anos,Apr 1 2016,397
41 a 45 anos,May 1 2016,397
41 a 45 anos,Jun 1 2016,397
41 a 45 anos,Jul 1 2016,397
41 a 45 anos,Aug 1 2016,397
41 a 45 anos,Sep 1 2016,397
41 a 45 anos,Oct 1 2016,397
41 a 45 anos,Nov 1 2016,397
41 a 45 anos,Dec 1 2016,397
41 a 45 anos,Jan 1 2017,322
41 a 45 anos,Feb 1 2017,322
41 a 45 anos,Mar 1 2017,322
41 a 45 anos,Apr 1 2017,322
41 a 45 anos,May 1 2017,322
41 a 45 anos,Jun 1 2017,322
41 a 45 anos,Jul 1 2017,322
41 a 45 anos,Aug 1 2017,322
41 a 45 anos,Sep 1 2017,322
41 a 45 anos,Oct 1 2017,322
41 a 45 anos,Nov 1 2017,322
41 a 45 anos,Dec 1 2017,322
46 a 50 anos,Jan 1 2009,137
46 a 50 anos,Feb 1 2009,137
46 a 50 anos,Mar 1 2009,137
46 a 50 anos,Apr 1 2009,137
46 a 50 anos,May 1 2009,137
46 a 50 anos,Jun 1 2009,137
46 a 50 anos,Jul 1 2009,137
46 a 50 anos,Aug 1 2009,137
46 a 50 anos,Sep 1 2009,137
46 a 50 anos,Oct 1 2009,137
46 a 50 anos,Nov 1 2009,137
46 a 50 anos,Dec 1 2009,137
46 a 50 anos,Jan 1 2010,6
46 a 50 anos,Feb 1 2010,6
46 a 50 anos,Mar 1 2010,6
46 a 50 anos,Apr 1 2010,6
46 a 50 anos,May 1 2010,6
46 a 50 anos,Jun 1 2010,6
46 a 50 anos,Jul 1 2010,6
46 a 50 anos,Aug 1 2010,6
46 a 50 anos,Sep 1 2010,6
46 a 50 anos,Oct 1 2010,6
46 a 50 anos,Nov 1 2010,6
46 a 50 anos,Dec 1 2010,6
46 a 50 anos,Jan 1 2011,4
46 a 50 anos,Feb 1 2011,4
46 a 50 anos,Mar 1 2011,4
46 a 50 anos,Apr 1 2011,4
46 a 50 anos,May 1 2011,4
46 a 50 anos,Jun 1 2011,4
46 a 50 anos,Jul 1 2011,4
46 a 50 anos,Aug 1 2011,4
46 a 50 anos,Sep 1 2011,4
46 a 50 anos,Oct 1 2011,4
46 a 50 anos,Nov 1 2011,4
46 a 50 anos,Dec 1 2011,4
46 a 50 anos,Jan 1 2012,3
46 a 50 anos,Feb 1 2012,3
46 a 50 anos,Mar 1 2012,3
46 a 50 anos,Apr 1 2012,3
46 a 50 anos,May 1 2012,3
46 a 50 anos,Jun 1 2012,3
46 a 50 anos,Jul 1 2012,3
46 a 50 anos,Aug 1 2012,3
46 a 50 anos,Sep 1 2012,3
46 a 50 anos,Oct 1 2012,3
46 a 50 anos,Nov 1 2012,3
46 a 50 anos,Dec 1 2012,3
46 a 50 anos,Jan 1 2013,3
46 a 50 anos,Feb 1 2013,3
46 a 50 anos,Mar 1 2013,3
46 a 50 anos,Apr 1 2013,3
46 a 50 anos,May 1 2013,3
46 a 50 anos,Jun 1 2013,3
46 a 50 anos,Jul 1 2013,3
46 a 50 anos,Aug 1 2013,3
46 a 50 anos,Sep 1 2013,3
46 a 50 anos,Oct 1 2013,3
46 a 50 anos,Nov 1 2013,3
46 a 50 anos,Dec 1 2013,3
46 a 50 anos,Jan 1 2014,1
46 a 50 anos,Feb 1 2014,1
46 a 50 anos,Mar 1 2014,1
46 a 50 anos,Apr 1 2014,1
46 a 50 anos,May 1 2014,1
46 a 50 anos,Jun 1 2014,1
46 a 50 anos,Jul 1 2014,1
46 a 50 anos,Aug 1 2014,1
46 a 50 anos,Sep 1 2014,1
46 a 50 anos,Oct 1 2014,1
46 a 50 anos,Nov 1 2014,1
46 a 50 anos,Dec 1 2014,1
46 a 50 anos,Jan 1 2015,3
46 a 50 anos,Feb 1 2015,3
46 a 50 anos,Mar 1 2015,3
46 a 50 anos,Apr 1 2015,3
46 a 50 anos,May 1 2015,3
46 a 50 anos,Jun 1 2015,3
46 a 50 anos,Jul 1 2015,3
46 a 50 anos,Aug 1 2015,3
46 a 50 anos,Sep 1 2015,3
46 a 50 anos,Oct 1 2015,3
46 a 50 anos,Nov 1 2015,3
46 a 50 anos,Dec 1 2015,3
46 a 50 anos,Jan 1 2016,0
46 a 50 anos,Feb 1 2016,0
46 a 50 anos,Mar 1 2016,0
46 a 50 anos,Apr 1 2016,0
46 a 50 anos,May 1 2016,0
46 a 50 anos,Jun 1 2016,0
46 a 50 anos,Jul 1 2016,0
46 a 50 anos,Aug 1 2016,0
46 a 50 anos,Sep 1 2016,0
46 a 50 anos,Oct 1 2016,0
46 a 50 anos,Nov 1 2016,0
46 a 50 anos,Dec 1 2016,0
46 a 50 anos,Jan 1 2017,2
46 a 50 anos,Feb 1 2017,2
46 a 50 anos,Mar 1 2017,2
46 a 50 anos,Apr 1 2017,2
46 a 50 anos,May 1 2017,2
46 a 50 anos,Jun 1 2017,2
46 a 50 anos,Jul 1 2017,2
46 a 50 anos,Aug 1 2017,2
46 a 50 anos,Sep 1 2017,2
46 a 50 anos,Oct 1 2017,2
46 a 50 anos,Nov 1 2017,2
46 a 50 anos,Dec 1 2017,2
mas de 50 anos,Jan 1 2009,50
mas de 50 anos,Feb 1 2009,50
mas de 50 anos,Mar 1 2009,50
mas de 50 anos,Apr 1 2009,50
mas de 50 anos,May 1 2009,50
mas de 50 anos,Jun 1 2009,50
mas de 50 anos,Jul 1 2009,50
mas de 50 anos,Aug 1 2009,50
mas de 50 anos,Sep 1 2009,50
mas de 50 anos,Oct 1 2009,50
mas de 50 anos,Nov 1 2009,50
mas de 50 anos,Dec 1 2009,50
mas de 50 anos,Jan 1 2010,0
mas de 50 anos,Feb 1 2010,0
mas de 50 anos,Mar 1 2010,0
mas de 50 anos,Apr 1 2010,0
mas de 50 anos,May 1 2010,0
mas de 50 anos,Jun 1 2010,0
mas de 50 anos,Jul 1 2010,0
mas de 50 anos,Aug 1 2010,0
mas de 50 anos,Sep 1 2010,0
mas de 50 anos,Oct 1 2010,0
mas de 50 anos,Nov 1 2010,0
mas de 50 anos,Dec 1 2010,0
mas de 50 anos,Jan 1 2011,0
mas de 50 anos,Feb 1 2011,0
mas de 50 anos,Mar 1 2011,0
mas de 50 anos,Apr 1 2011,0
mas de 50 anos,May 1 2011,0
mas de 50 anos,Jun 1 2011,0
mas de 50 anos,Jul 1 2011,0
mas de 50 anos,Aug 1 2011,0
mas de 50 anos,Sep 1 2011,0
mas de 50 anos,Oct 1 2011,0
mas de 50 anos,Nov 1 2011,0
mas de 50 anos,Dec 1 2011,0
mas de 50 anos,Jan 1 2012,0
mas de 50 anos,Feb 1 2012,0
mas de 50 anos,Mar 1 2012,0
mas de 50 anos,Apr 1 2012,0
mas de 50 anos,May 1 2012,0
mas de 50 anos,Jun 1 2012,0
mas de 50 anos,Jul 1 2012,0
mas de 50 anos,Aug 1 2012,0
mas de 50 anos,Sep 1 2012,0
mas de 50 anos,Oct 1 2012,0
mas de 50 anos,Nov 1 2012,0
mas de 50 anos,Dec 1 2012,0
mas de 50 anos,Jan 1 2013,0
mas de 50 anos,Feb 1 2013,0
mas de 50 anos,Mar 1 2013,0
mas de 50 anos,Apr 1 2013,0
mas de 50 anos,May 1 2013,0
mas de 50 anos,Jun 1 2013,0
mas de 50 anos,Jul 1 2013,0
mas de 50 anos,Aug 1 2013,0
mas de 50 anos,Sep 1 2013,0
mas de 50 anos,Oct 1 2013,0
mas de 50 anos,Nov 1 2013,0
mas de 50 anos,Dec 1 2013,0
mas de 50 anos,Jan 1 2014,0
mas de 50 anos,Feb 1 2014,0
mas de 50 anos,Mar 1 2014,0
mas de 50 anos,Apr 1 2014,0
mas de 50 anos,May 1 2014,0
mas de 50 anos,Jun 1 2014,0
mas de 50 anos,Jul 1 2014,0
mas de 50 anos,Aug 1 2014,0
mas de 50 anos,Sep 1 2014,0
mas de 50 anos,Oct 1 2014,0
mas de 50 anos,Nov 1 2014,0
mas de 50 anos,Dec 1 2014,0
mas de 50 anos,Jan 1 2015,0
mas de 50 anos,Feb 1 2015,0
mas de 50 anos,Mar 1 2015,0
mas de 50 anos,Apr 1 2015,0
mas de 50 anos,May 1 2015,0
mas de 50 anos,Jun 1 2015,0
mas de 50 anos,Jul 1 2015,0
mas de 50 anos,Aug 1 2015,0
mas de 50 anos,Sep 1 2015,0
mas de 50 anos,Oct 1 2015,0
mas de 50 anos,Nov 1 2015,0
mas de 50 anos,Dec 1 2015,0
mas de 50 anos,Jan 1 2016,0
mas de 50 anos,Feb 1 2016,0
mas de 50 anos,Mar 1 2016,0
mas de 50 anos,Apr 1 2016,0
mas de 50 anos,May 1 2016,0
mas de 50 anos,Jun 1 2016,0
mas de 50 anos,Jul 1 2016,0
mas de 50 anos,Aug 1 2016,0
mas de 50 anos,Sep 1 2016,0
mas de 50 anos,Oct 1 2016,0
mas de 50 anos,Nov 1 2016,0
mas de 50 anos,Dec 1 2016,0
mas de 50 anos,Jan 1 2017,0
mas de 50 anos,Feb 1 2017,0
mas de 50 anos,Mar 1 2017,0
mas de 50 anos,Apr 1 2017,0
mas de 50 anos,May 1 2017,0
mas de 50 anos,Jun 1 2017,0
mas de 50 anos,Jul 1 2017,0
mas de 50 anos,Aug 1 2017,0
mas de 50 anos,Sep 1 2017,0
mas de 50 anos,Oct 1 2017,0
mas de 50 anos,Nov 1 2017,0
mas de 50 anos,Dec 1 2017,0